-1111949.266 -555974.633 -660000.0 1111949.266 555974.633 -410000.0
2223898.532 1111949.266 5000.0
2 2 51
9360.099999999999 10200.0 5080.599999999999 5610.400000000001 3920.1000000000004 3931.7000000000003
-1111949.266 -555974.633 -660000.0 10200.0 5610.4 3920.1
1111949.266 -555974.633 -660000.0 10200.0 5610.4 3920.1
-1111949.266 555974.633 -660000.0 10200.0 5610.4 3920.1
1111949.266 555974.633 -660000.0 10200.0 5610.4 3920.1
-1111949.266 -555974.633 -655000.0 10183.2 5599.8 3920.2
1111949.266 -555974.633 -655000.0 10183.2 5599.8 3920.2
-1111949.266 555974.633 -655000.0 10183.2 5599.8 3920.2
1111949.266 555974.633 -655000.0 10183.2 5599.8 3920.2
-1111949.266 -555974.633 -650000.0 10166.4 5589.3 3920.2
1111949.266 -555974.633 -650000.0 10166.4 5589.3 3920.2
-1111949.266 555974.633 -650000.0 10166.4 5589.3 3920.2
1111949.266 555974.633 -650000.0 10166.4 5589.3 3920.2
-1111949.266 -555974.633 -645000.0 10149.6 5578.7 3920.3
1111949.266 -555974.633 -645000.0 10149.6 5578.7 3920.3
-1111949.266 555974.633 -645000.0 10149.6 5578.7 3920.3
1111949.266 555974.633 -645000.0 10149.6 5578.7 3920.3
-1111949.266 -555974.633 -640000.0 10132.8 5568.1 3920.3
1111949.266 -555974.633 -640000.0 10132.8 5568.1 3920.3
-1111949.266 555974.633 -640000.0 10132.8 5568.1 3920.3
1111949.266 555974.633 -640000.0 10132.8 5568.1 3920.3
-1111949.266 -555974.633 -635000.0 10116.0 5557.6 3920.3
1111949.266 -555974.633 -635000.0 10116.0 5557.6 3920.3
-1111949.266 555974.633 -635000.0 10116.0 5557.6 3920.3
1111949.266 555974.633 -635000.0 10116.0 5557.6 3920.3
-1111949.266 -555974.633 -630000.0 10099.2 5547.0 3920.4
1111949.266 -555974.633 -630000.0 10099.2 5547.0 3920.4
-1111949.266 555974.633 -630000.0 10099.2 5547.0 3920.4
1111949.266 555974.633 -630000.0 10099.2 5547.0 3920.4
-1111949.266 -555974.633 -625000.0 10082.4 5536.4 3920.4
1111949.266 -555974.633 -625000.0 10082.4 5536.4 3920.4
-1111949.266 555974.633 -625000.0 10082.4 5536.4 3920.4
1111949.266 555974.633 -625000.0 10082.4 5536.4 3920.4
-1111949.266 -555974.633 -620000.0 10065.6 5525.8 3920.5
1111949.266 -555974.633 -620000.0 10065.6 5525.8 3920.5
-1111949.266 555974.633 -620000.0 10065.6 5525.8 3920.5
1111949.266 555974.633 -620000.0 10065.6 5525.8 3920.5
-1111949.266 -555974.633 -615000.0 10048.8 5515.3 3920.6
1111949.266 -555974.633 -615000.0 10048.8 5515.3 3920.6
-1111949.266 555974.633 -615000.0 10048.8 5515.3 3920.6
1111949.266 555974.633 -615000.0 10048.8 5515.3 3920.6
-1111949.266 -555974.633 -610000.0 10032.0 5504.7 3920.6
1111949.266 -555974.633 -610000.0 10032.0 5504.7 3920.6
-1111949.266 555974.633 -610000.0 10032.0 5504.7 3920.6
1111949.266 555974.633 -610000.0 10032.0 5504.7 3920.6
-1111949.266 -555974.633 -605000.0 10015.2 5494.1 3920.7
1111949.266 -555974.633 -605000.0 10015.2 5494.1 3920.7
-1111949.266 555974.633 -605000.0 10015.2 5494.1 3920.7
1111949.266 555974.633 -605000.0 10015.2 5494.1 3920.7
-1111949.266 -555974.633 -600000.0 9998.4 5483.5 3920.8
1111949.266 -555974.633 -600000.0 9998.4 5483.5 3920.8
-1111949.266 555974.633 -600000.0 9998.4 5483.5 3920.8
1111949.266 555974.633 -600000.0 9998.4 5483.5 3920.8
-1111949.266 -555974.633 -595000.0 9981.6 5473.0 3921.0
1111949.266 -555974.633 -595000.0 9981.6 5473.0 3921.0
-1111949.266 555974.633 -595000.0 9981.6 5473.0 3921.0
1111949.266 555974.633 -595000.0 9981.6 5473.0 3921.0
-1111949.266 -555974.633 -590000.0 9964.8 5462.4 3921.1
1111949.266 -555974.633 -590000.0 9964.8 5462.4 3921.1
-1111949.266 555974.633 -590000.0 9964.8 5462.4 3921.1
1111949.266 555974.633 -590000.0 9964.8 5462.4 3921.1
-1111949.266 -555974.633 -585000.0 9948.0 5451.8 3921.2
1111949.266 -555974.633 -585000.0 9948.0 5451.8 3921.2
-1111949.266 555974.633 -585000.0 9948.0 5451.8 3921.2
1111949.266 555974.633 -585000.0 9948.0 5451.8 3921.2
-1111949.266 -555974.633 -580000.0 9931.2 5441.2 3921.3
1111949.266 -555974.633 -580000.0 9931.2 5441.2 3921.3
-1111949.266 555974.633 -580000.0 9931.2 5441.2 3921.3
1111949.266 555974.633 -580000.0 9931.2 5441.2 3921.3
-1111949.266 -555974.633 -575000.0 9914.4 5430.6 3921.4
1111949.266 -555974.633 -575000.0 9914.4 5430.6 3921.4
-1111949.266 555974.633 -575000.0 9914.4 5430.6 3921.4
1111949.266 555974.633 -575000.0 9914.4 5430.6 3921.4
-1111949.266 -555974.633 -570000.0 9897.6 5420.1 3921.6
1111949.266 -555974.633 -570000.0 9897.6 5420.1 3921.6
-1111949.266 555974.633 -570000.0 9897.6 5420.1 3921.6
1111949.266 555974.633 -570000.0 9897.6 5420.1 3921.6
-1111949.266 -555974.633 -565000.0 9880.8 5409.5 3921.7
1111949.266 -555974.633 -565000.0 9880.8 5409.5 3921.7
-1111949.266 555974.633 -565000.0 9880.8 5409.5 3921.7
1111949.266 555974.633 -565000.0 9880.8 5409.5 3921.7
-1111949.266 -555974.633 -560000.0 9864.0 5398.9 3921.8
1111949.266 -555974.633 -560000.0 9864.0 5398.9 3921.8
-1111949.266 555974.633 -560000.0 9864.0 5398.9 3921.8
1111949.266 555974.633 -560000.0 9864.0 5398.9 3921.8
-1111949.266 -555974.633 -555000.0 9847.2 5388.2 3922.0
1111949.266 -555974.633 -555000.0 9847.2 5388.2 3922.0
-1111949.266 555974.633 -555000.0 9847.2 5388.2 3922.0
1111949.266 555974.633 -555000.0 9847.2 5388.2 3922.0
-1111949.266 -555974.633 -550000.0 9830.4 5377.6 3922.1
1111949.266 -555974.633 -550000.0 9830.4 5377.6 3922.1
-1111949.266 555974.633 -550000.0 9830.4 5377.6 3922.1
1111949.266 555974.633 -550000.0 9830.4 5377.6 3922.1
-1111949.266 -555974.633 -545000.0 9813.7 5366.9 3922.2
1111949.266 -555974.633 -545000.0 9813.7 5366.9 3922.2
-1111949.266 555974.633 -545000.0 9813.7 5366.9 3922.2
1111949.266 555974.633 -545000.0 9813.7 5366.9 3922.2
-1111949.266 -555974.633 -540000.0 9796.9 5356.2 3922.4
1111949.266 -555974.633 -540000.0 9796.9 5356.2 3922.4
-1111949.266 555974.633 -540000.0 9796.9 5356.2 3922.4
1111949.266 555974.633 -540000.0 9796.9 5356.2 3922.4
-1111949.266 -555974.633 -535000.0 9780.1 5345.6 3922.6
1111949.266 -555974.633 -535000.0 9780.1 5345.6 3922.6
-1111949.266 555974.633 -535000.0 9780.1 5345.6 3922.6
1111949.266 555974.633 -535000.0 9780.1 5345.6 3922.6
-1111949.266 -555974.633 -530000.0 9763.3 5334.9 3922.7
1111949.266 -555974.633 -530000.0 9763.3 5334.9 3922.7
-1111949.266 555974.633 -530000.0 9763.3 5334.9 3922.7
1111949.266 555974.633 -530000.0 9763.3 5334.9 3922.7
-1111949.266 -555974.633 -525000.0 9746.5 5324.2 3922.8
1111949.266 -555974.633 -525000.0 9746.5 5324.2 3922.8
-1111949.266 555974.633 -525000.0 9746.5 5324.2 3922.8
1111949.266 555974.633 -525000.0 9746.5 5324.2 3922.8
-1111949.266 -555974.633 -520000.0 9729.8 5313.5 3923.0
1111949.266 -555974.633 -520000.0 9729.8 5313.5 3923.0
-1111949.266 555974.633 -520000.0 9729.8 5313.5 3923.0
1111949.266 555974.633 -520000.0 9729.8 5313.5 3923.0
-1111949.266 -555974.633 -515000.0 9713.0 5302.9 3923.1
1111949.266 -555974.633 -515000.0 9713.0 5302.9 3923.1
-1111949.266 555974.633 -515000.0 9713.0 5302.9 3923.1
1111949.266 555974.633 -515000.0 9713.0 5302.9 3923.1
-1111949.266 -555974.633 -510000.0 9696.2 5292.2 3923.3
1111949.266 -555974.633 -510000.0 9696.2 5292.2 3923.3
-1111949.266 555974.633 -510000.0 9696.2 5292.2 3923.3
1111949.266 555974.633 -510000.0 9696.2 5292.2 3923.3
-1111949.266 -555974.633 -505000.0 9679.4 5281.6 3923.7
1111949.266 -555974.633 -505000.0 9679.4 5281.6 3923.7
-1111949.266 555974.633 -505000.0 9679.4 5281.6 3923.7
1111949.266 555974.633 -505000.0 9679.4 5281.6 3923.7
-1111949.266 -555974.633 -500000.0 9662.6 5271.0 3924.1
1111949.266 -555974.633 -500000.0 9662.6 5271.0 3924.1
-1111949.266 555974.633 -500000.0 9662.6 5271.0 3924.1
1111949.266 555974.633 -500000.0 9662.6 5271.0 3924.1
-1111949.266 -555974.633 -495000.0 9645.7 5260.5 3924.5
1111949.266 -555974.633 -495000.0 9645.7 5260.5 3924.5
-1111949.266 555974.633 -495000.0 9645.7 5260.5 3924.5
1111949.266 555974.633 -495000.0 9645.7 5260.5 3924.5
-1111949.266 -555974.633 -490000.0 9628.9 5249.9 3924.9
1111949.266 -555974.633 -490000.0 9628.9 5249.9 3924.9
-1111949.266 555974.633 -490000.0 9628.9 5249.9 3924.9
1111949.266 555974.633 -490000.0 9628.9 5249.9 3924.9
-1111949.266 -555974.633 -485000.0 9612.1 5239.3 3925.3
1111949.266 -555974.633 -485000.0 9612.1 5239.3 3925.3
-1111949.266 555974.633 -485000.0 9612.1 5239.3 3925.3
1111949.266 555974.633 -485000.0 9612.1 5239.3 3925.3
-1111949.266 -555974.633 -480000.0 9595.3 5228.7 3925.7
1111949.266 -555974.633 -480000.0 9595.3 5228.7 3925.7
-1111949.266 555974.633 -480000.0 9595.3 5228.7 3925.7
1111949.266 555974.633 -480000.0 9595.3 5228.7 3925.7
-1111949.266 -555974.633 -475000.0 9578.5 5218.1 3926.1
1111949.266 -555974.633 -475000.0 9578.5 5218.1 3926.1
-1111949.266 555974.633 -475000.0 9578.5 5218.1 3926.1
1111949.266 555974.633 -475000.0 9578.5 5218.1 3926.1
-1111949.266 -555974.633 -470000.0 9561.6 5207.6 3926.5
1111949.266 -555974.633 -470000.0 9561.6 5207.6 3926.5
-1111949.266 555974.633 -470000.0 9561.6 5207.6 3926.5
1111949.266 555974.633 -470000.0 9561.6 5207.6 3926.5
-1111949.266 -555974.633 -465000.0 9544.8 5197.0 3926.9
1111949.266 -555974.633 -465000.0 9544.8 5197.0 3926.9
